#srch1
CSM1DC-001	妙蛙种子 bulbasaur pokemon g basic csm1dc a  草  飞叶快刀 30\n\n\n 飞叶快刀 gc 30
CSVH5C-028	多边兽乙型 porygon-z pokemon c stage 2 csvh5c g 特性  漏洞涡轮\n在自己的回合可以使用1次 抛掷1次硬币如果为正面 则选择自己弃牌区中最多4张基本能量 附着于这只宝可梦身上 如果为反面 则选择这只宝可梦身上附着的1个能量 放于弃牌区 \n\n 无  能量攻击 40×\n造成这只宝可梦身上附着的能量数量×40伤害 \n\n 能量攻击 c 40× 造成这只宝可梦身上附着的能量数量×40伤害  漏洞涡轮 在自己的回合可以使用1次 抛掷1次硬币如果为正面 则选择自己弃牌区中最多4张基本能量 附着于这只宝可梦身上 如果为反面 则选择这只宝可梦身上附着的1个能量 放于弃牌区 
CSVL2C-114	多边兽乙型 porygon-z pokemon c stage 2 csvl2c g 特性  漏洞涡轮\n在自己的回合可以使用1次 抛掷1次硬币如果为正面 则选择自己弃牌区中最多4张基本能量 附着于这只宝可梦身上 如果为反面 则选择这只宝可梦身上附着的1个能量 放于弃牌区 \n\n 能量攻击 40×\n造成这只宝可梦身上附着的能量数量×40伤害 \n\n 能量攻击 c 40× 造成这只宝可梦身上附着的能量数量×40伤害  漏洞涡轮 在自己的回合可以使用1次 抛掷1次硬币如果为正面 则选择自己弃牌区中最多4张基本能量 附着于这只宝可梦身上 如果为反面 则选择这只宝可梦身上附着的1个能量 放于弃牌区 
CSV10C-174	火箭队的多边兽乙型 pokemon c stage 2 csv10c i 特性  再构筑\n在自己的回合 如果将自己的2张手牌放于弃牌区的话 则可以使用1次 从自己牌库上方抽取1张卡牌 \n\n 火箭指令 20×\n造成自己弃牌区中名字中带有 火箭队 的支援者张数×20伤害 \n\n 火箭指令 cc 20× 造成自己弃牌区中名字中带有 火箭队 的支援者张数×20伤害  再构筑 在自己的回合 如果将自己的2张手牌放于弃牌区的话 则可以使用1次 从自己牌库上方抽取1张卡牌 
CSM2.5C-044	多边兽乙型gx porygon-z-gx pokemon gx c stage 2 csm2 5c c 特性  故障排除\n在自己的回合可以使用1次 将附着于这只宝可梦身上的1个特殊能量 放于弃牌区 然后 回复这只宝可梦 80 点hp \n\n 异常发热 160\n使这只宝可梦陷入 灼伤 状态 \n\n 致命错误gx \n将自己牌库中任意卡牌最多10张 放于弃牌区 并重洗牌库  对战中 己方的gx招式只能使用1次  \n\n 异常发热 ccc 160 使这只宝可梦陷入 灼伤 状态  致命错误gx c 将自己牌库中任意卡牌最多10张 放于弃牌区 并重洗牌库  对战中 己方的gx招式只能使用1次   故障排除 在自己的回合可以使用1次 将附着于这只宝可梦身上的1个特殊能量 放于弃牌区 然后 回复这只宝可梦 80 点hp 
CSM2DC-118	艾路雷朵 gallade pokemon p stage 2 csm2dc c 特性  双重属性\n只要这只宝可梦在场上 就会变为 超 和 斗 2种属性 \n\n 力量旋风 120\n将附着于这只宝可梦身上的1个能量 转附于备战宝可梦身上 \n\n 力量旋风 cc 120 将附着于这只宝可梦身上的1个能量 转附于备战宝可梦身上  双重属性 只要这只宝可梦在场上 就会变为 超 和 斗 2种属性 
CS3bC-073	艾路雷朵 gallade pokemon f stage 2 cs3bc e  超  佯攻 60\n这个招式的伤害不计算抗性 \n\n 强劲利刃 60×\n造成对手场上 宝可梦v 的数量×60点伤害 \n\n 佯攻 p 60 这个招式的伤害不计算抗性  强劲利刃 cc 60× 造成对手场上 宝可梦v 的数量×60点伤害 
CS4DaC-228	艾路雷朵 gallade pokemon f stage 2 cs4dac e  超  佯攻 60\n这个招式的伤害不计算抗性 \n\n 强劲利刃 60×\n造成对手场上 宝可梦v 的数量×60点伤害 \n\n 佯攻 p 60 这个招式的伤害不计算抗性  强劲利刃 cc 60× 造成对手场上 宝可梦v 的数量×60点伤害 
CS5aC-045	艾路雷朵 gallade pokemon p stage 2 cs5ac f 特性  寻找拍档\n在自己的回合可以使用1次 选择自己牌库中的1张支援者 在给对手看过之后 加入手牌 并重洗牌库 \n\n 超  螺旋切 160\n选择附着于这只宝可梦身上的1个能量 转附于备战宝可梦身上 \n\n 螺旋切 pcc 160 选择附着于这只宝可梦身上的1个能量 转附于备战宝可梦身上  寻找拍档 在自己的回合可以使用1次 选择自己牌库中的1张支援者 在给对手看过之后 加入手牌 并重洗牌库 
CS5.1C-015	艾路雷朵v gallade v pokemon v f basic cs5 1c f  斗  璀璨之剑 20+\n追加造成自己已经获得的奖赏卡张数×50点伤害 \n\n 斗  斗  狂乱挥打 130\n这个招式的伤害不计算抗性 \n\n 璀璨之剑 fc 20+ 追加造成自己已经获得的奖赏卡张数×50点伤害  狂乱挥打 ffc 130 这个招式的伤害不计算抗性 
CS5DC-066	艾路雷朵v gallade v pokemon v f basic cs5dc f  斗  璀璨之剑 20+\n追加造成自己已经获得的奖赏卡张数×50点伤害 \n\n 斗  斗  狂乱挥打 130\n这个招式的伤害不计算抗性 \n\n 璀璨之剑 fc 20+ 追加造成自己已经获得的奖赏卡张数×50点伤害  狂乱挥打 ffc 130 这个招式的伤害不计算抗性 
CS5bC-076	艾路雷朵v gallade v pokemon v f basic cs5bc f  斗  璀璨之剑 20+\n追加造成自己已经获得的奖赏卡张数×50点伤害 \n\n 斗  斗  狂乱挥打 130\n这个招式的伤害不计算抗性 \n\n 璀璨之剑 fc 20+ 追加造成自己已经获得的奖赏卡张数×50点伤害  狂乱挥打 ffc 130 这个招式的伤害不计算抗性 
CS5bC-143	艾路雷朵v gallade v pokemon v f basic cs5bc f  斗  璀璨之剑 20+\n追加造成自己已经获得的奖赏卡张数×50点伤害 \n\n 斗  斗  狂乱挥打 130\n这个招式的伤害不计算抗性 \n\n 璀璨之剑 fc 20+ 追加造成自己已经获得的奖赏卡张数×50点伤害  狂乱挥打 ffc 130 这个招式的伤害不计算抗性 
CSM1DC-173	大朝北鼻 probopass pokemon m stage 1 csm1dc a  钢  能量连结 30\n将自己弃牌区中的1张能量 附着于这只宝可梦身上 \n\n 力量宝石 120\n\n\n 能量连结 m 30 将自己弃牌区中的1张能量 附着于这只宝可梦身上  力量宝石 cccc 120
CSM2aC-101	大朝北鼻 probopass pokemon m stage 1 csm2ac c  坚硬压制 60\n抛掷1次硬币如果为正面 则使对手的战斗宝可梦陷入 麻痹 状态 \n\n 钢  三重北鼻 80+\n抛掷3次硬币 追加造成正面次数×40点伤害 \n\n 坚硬压制 ccc 60 抛掷1次硬币如果为正面 则使对手的战斗宝可梦陷入 麻痹 状态  三重北鼻 mccc 80+ 抛掷3次硬币 追加造成正面次数×40点伤害 
CS1bC-088	大朝北鼻 probopass pokemon m stage 1 cs1bc d  钢  重力击落 10+\n追加造成对手战斗宝可梦的 撤退 所需能量数量×30点伤害 \n\n 钢  钢  重磅冲击 120\n\n\n 重力击落 m 10+ 追加造成对手战斗宝可梦的 撤退 所需能量数量×30点伤害  重磅冲击 mmc 120
CS5DC-090	大朝北鼻 probopass pokemon m stage 1 cs5dc f  牵引磁力 \n选择对手的1只备战宝可梦 将其与战斗宝可梦互换 然后 给新出场的宝可梦造成40点伤害 \n\n 钢  钢铁撞击 120\n给这只宝可梦也造成20点伤害 \n\n 牵引磁力 cc 选择对手的1只备战宝可梦 将其与战斗宝可梦互换 然后 给新出场的宝可梦造成40点伤害  钢铁撞击 mcc 120 给这只宝可梦也造成20点伤害 
CS5bC-094	大朝北鼻 probopass pokemon m stage 1 cs5bc f  牵引磁力 \n选择对手的1只备战宝可梦 将其与战斗宝可梦互换 然后 给新出场的宝可梦造成40点伤害 \n\n 钢  钢铁撞击 120\n给这只宝可梦也造成20点伤害 \n\n 牵引磁力 cc 选择对手的1只备战宝可梦 将其与战斗宝可梦互换 然后 给新出场的宝可梦造成40点伤害  钢铁撞击 mcc 120 给这只宝可梦也造成20点伤害 
CSV5C-093	大朝北鼻 probopass pokemon m stage 1 csv5c g  钢  三重北鼻 40×\n抛掷3次硬币 造成正面次数×40伤害 \n\n 钢  钢  钢铁爆破 160\n在下一个自己的回合 这只宝可梦无法使用招式 \n\n 三重北鼻 mc 40× 抛掷3次硬币 造成正面次数×40伤害  钢铁爆破 mmc 160 在下一个自己的回合 这只宝可梦无法使用招式 
CBB4C-1101	大朝北鼻 probopass pokemon f stage 1 cbb4c h  突袭镭射 80+\n如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害 \n\n 斗  大地粉碎 120\n\n\n 突袭镭射 ccc 80+ 如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害  大地粉碎 fccc 120
CBB4C-1102	大朝北鼻 probopass pokemon f stage 1 cbb4c h  突袭镭射 80+\n如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害 \n\n 斗  大地粉碎 120\n\n\n 突袭镭射 ccc 80+ 如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害  大地粉碎 fccc 120
CBB4C-1103	大朝北鼻 probopass pokemon f stage 1 cbb4c h  突袭镭射 80+\n如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害 \n\n 斗  大地粉碎 120\n\n\n 突袭镭射 ccc 80+ 如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害  大地粉碎 fccc 120
CBB4C-1104	大朝北鼻 probopass pokemon f stage 1 cbb4c h  突袭镭射 80+\n如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害 \n\n 斗  大地粉碎 120\n\n\n 突袭镭射 ccc 80+ 如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害  大地粉碎 fccc 120
CBB4C-1105	大朝北鼻 probopass pokemon f stage 1 cbb4c h  突袭镭射 80+\n如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害 \n\n 斗  大地粉碎 120\n\n\n 突袭镭射 ccc 80+ 如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害  大地粉碎 fccc 120
CBB4C-1106	大朝北鼻 probopass pokemon f stage 1 cbb4c h  突袭镭射 80+\n如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害 \n\n 斗  大地粉碎 120\n\n\n 突袭镭射 ccc 80+ 如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害  大地粉碎 fccc 120
CBB4C-1107	大朝北鼻 probopass pokemon f stage 1 cbb4c h  突袭镭射 80+\n如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害 \n\n 斗  大地粉碎 120\n\n\n 突袭镭射 ccc 80+ 如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害  大地粉碎 fccc 120
CSV7C-115	大朝北鼻 probopass pokemon f stage 1 csv7c h  突袭镭射 80+\n如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害 \n\n 斗  大地粉碎 120\n\n\n 突袭镭射 ccc 80+ 如果对手的战斗宝可梦身上放有 宝可梦道具 的话 则追加造成80伤害  大地粉碎 fccc 120
CSM2bC-061	黑夜魔灵 dusknoir pokemon p stage 2 csm2bc c 特性  死之刻印\n当这只宝可梦 在战斗场上因受到对手宝可梦的招式的伤害而 昏厥 时 将4个伤害指示物 以任意方式放置于对手的宝可梦身上 \n\n 超  自我暗示 60\n在下一个自己的回合 这只宝可梦的 自我暗示 的伤害 +60  \n\n 自我暗示 p 60 在下一个自己的回合 这只宝可梦的 自我暗示 的伤害 +60   死之刻印 当这只宝可梦 在战斗场上因受到对手宝可梦的招式的伤害而 昏厥 时 将4个伤害指示物 以任意方式放置于对手的宝可梦身上 
CS2.5C-019	黑夜魔灵 dusknoir pokemon p stage 2 cs2 5c d 特性  灵魂漂白\n只要这只宝可梦在场上 双方场上宝可梦身上附有的特殊能量的效果全部消除 被视作1个 无 能量 \n\n 超  幽魂射击 120\n\n\n 幽魂射击 pcc 120 灵魂漂白 只要这只宝可梦在场上 双方场上宝可梦身上附有的特殊能量的效果全部消除 被视作1个 无 能量 
CSGC-006	黑夜魔灵 dusknoir pokemon p stage 2 csgc d 特性  灵魂漂白\n只要这只宝可梦在场上 双方场上宝可梦身上附有的特殊能量的效果全部消除 被视作1个 无 能量 \n\n 超  幽魂射击 120\n\n\n 幽魂射击 pcc 120 灵魂漂白 只要这只宝可梦在场上 双方场上宝可梦身上附有的特殊能量的效果全部消除 被视作1个 无 能量 
CS5.5C-034	黑夜魔灵 dusknoir pokemon p stage 2 cs5 5c f 特性  特殊转移\n在自己的回合可以使用任意次 选择附着于自己场上宝可梦身上的1个特殊能量 转附于自己其他宝可梦身上 \n\n 超  灵魂吸收 120\n\n\n 灵魂吸收 pcc 120 特殊转移 在自己的回合可以使用任意次 选择附着于自己场上宝可梦身上的1个特殊能量 转附于自己其他宝可梦身上 
CSV8C-083	黑夜魔灵 dusknoir pokemon p stage 2 csv8c h 特性  咒怨炸弹\n在自己的回合可以使用1次 如果使用了 则令这只宝可梦 昏厥  给对手的1只宝可梦身上 放置13个伤害指示物 \n\n 超  超  影子束缚 150\n在下一个对手的回合 受到这个招式影响的宝可梦 无法撤退 \n\n 影子束缚 ppc 150 在下一个对手的回合 受到这个招式影响的宝可梦 无法撤退  咒怨炸弹 在自己的回合可以使用1次 如果使用了 则令这只宝可梦 昏厥  给对手的1只宝可梦身上 放置13个伤害指示物 
CSV8C-212	黑夜魔灵 dusknoir pokemon p stage 2 csv8c h 特性  咒怨炸弹\n在自己的回合可以使用1次 如果使用了 则令这只宝可梦 昏厥  给对手的1只宝可梦身上 放置13个伤害指示物 \n\n 超  超  影子束缚 150\n在下一个对手的回合 受到这个招式影响的宝可梦 无法撤退 \n\n 影子束缚 ppc 150 在下一个对手的回合 受到这个招式影响的宝可梦 无法撤退  咒怨炸弹 在自己的回合可以使用1次 如果使用了 则令这只宝可梦 昏厥  给对手的1只宝可梦身上 放置13个伤害指示物 
CSV9.5C-071	黑夜魔灵 dusknoir pokemon p stage 2 csv9 5c h 特性  咒怨炸弹\n在自己的回合可以使用1次 如果使用了 则令这只宝可梦 昏厥  给对手的1只宝可梦身上 放置13个伤害指示物 \n\n 超  超  影子束缚 150\n在下一个对手的回合 受到这个招式影响的宝可梦 无法撤退 \n\n 影子束缚 ppc 150 在下一个对手的回合 受到这个招式影响的宝可梦 无法撤退  咒怨炸弹 在自己的回合可以使用1次 如果使用了 则令这只宝可梦 昏厥  给对手的1只宝可梦身上 放置13个伤害指示物 
CSM2aC-032	雪妖女 froslass pokemon w stage 1 csm2ac c  水  怨恨吐息 20×\n给这只宝可梦身上放置最多7个伤害指示物 造成放置的伤害指示物数量×20点伤害 \n\n 水  冰冻之风 40\n使对手的战斗宝可梦陷入 睡眠 状态 \n\n 怨恨吐息 w 20× 给这只宝可梦身上放置最多7个伤害指示物 造成放置的伤害指示物数量×20点伤害  冰冻之风 w 40 使对手的战斗宝可梦陷入 睡眠 状态 
CS3bC-040	雪妖女 froslass pokemon w stage 1 cs3bc e 特性  降霜\n在自己的回合 当将这张卡牌从手牌使出并进行进化时 可使用1次 选择自己弃牌区中的1张 水 能量 附着于自己的宝可梦身上 \n\n 水  水晶吐息 90\n在下一个自己的回合 这只宝可梦无法使用招式 \n\n 水晶吐息 wc 90 在下一个自己的回合 这只宝可梦无法使用招式  降霜 在自己的回合 当将这张卡牌从手牌使出并进行进化时 可使用1次 选择自己弃牌区中的1张 水 能量 附着于自己的宝可梦身上 
CS3bC-175	雪妖女 froslass pokemon w stage 1 cs3bc e 特性  降霜\n在自己的回合 当将这张卡牌从手牌使出并进行进化时 可使用1次 选择自己弃牌区中的1张 水 能量 附着于自己的宝可梦身上 \n\n 水  水晶吐息 90\n在下一个自己的回合 这只宝可梦无法使用招式 \n\n 水晶吐息 wc 90 在下一个自己的回合 这只宝可梦无法使用招式  降霜 在自己的回合 当将这张卡牌从手牌使出并进行进化时 可使用1次 选择自己弃牌区中的1张 水 能量 附着于自己的宝可梦身上 
CS4DaC-099	雪妖女 froslass pokemon w stage 1 cs4dac e 特性  降霜\n在自己的回合 当将这张卡牌从手牌使出并进行进化时 可使用1次 选择自己弃牌区中的1张 水 能量 附着于自己的宝可梦身上 \n\n 水  水晶吐息 90\n在下一个自己的回合 这只宝可梦无法使用招式 \n\n 水晶吐息 wc 90 在下一个自己的回合 这只宝可梦无法使用招式  降霜 在自己的回合 当将这张卡牌从手牌使出并进行进化时 可使用1次 选择自己弃牌区中的1张 水 能量 附着于自己的宝可梦身上 
CS6bC-013	雪妖女 froslass pokemon w stage 1 cs6bc f  水  雪之牢狱 20+\n在这个回合 如果从手牌使出了 小菘 的话 则追加造成90点伤害 使对手的战斗宝可梦陷入 麻痹 状态 \n\n 水  冰息 60\n\n\n 雪之牢狱 w 20+ 在这个回合 如果从手牌使出了 小菘 的话 则追加造成90点伤害 使对手的战斗宝可梦陷入 麻痹 状态  冰息 wc 60
